,abbr,word
12494,affa,affandi
12495,cemengk,cemengkalang
12496,wind,winduaji
12497,lintal,lintalahum
12498,dalungkolam,dalung
12499,kopo-,kopo-maja
12500,bbar,bbarsari
12501,syl,sylvia
12502,cito,citorek
12503,lez,lezat'
12504,batula,batulawang
12505,indomo,indomonang
12506,gampon,gampongbaro
12507,dutape,dutaperkasa
12508,infin,infinitea
12509,klakahrejo,kla
12510,moz,mozdeo
12511,erag,eragayam
12512,baskot,baskotbatas
12513,alaw,alawiyah
12514,front,frontline
12515,sumurrejo,sumur
12516,nagoya,nag
12517,dutaf,dutafanda
12518,assasu,assasunajah
12519,mesjid,mes
12520,tebaci.,tebaci
12521,jafi,jafilus
12522,gowongan,gowo
12523,lobs,lobster
12524,nus,nusant
12525,cani,caniago
12526,agar,agarista
12527,goni,gonissa
12528,dprdjln.,dprd
12529,feat,feather
12530,darus,darusalam
12531,lamper,lam
12532,azra-,azra-azri
12533,vane,vanesya
12534,s.h,s.h
12535,bazi,bazirah
12536,harapansh.m.kn.,harapansh.m.kn.
12537,daki,dakifty
12538,breksi(pos,breksi
12539,penjaringan,pen
12540,hilir(benhill).,hilir
12541,ask,askes.
12542,norm,normina
12543,pendowo,pendowoharjo
12544,pademonegoro,pade
12545,likunoangpa'ladinganbontolempangangowasulsel,likunoang
12546,panba,panbakers
12547,dias,diaspora
12548,punggur,punggur-kota
12549,pidie-b,pidie-bireuen
12550,ismiy,ismiyatun
12551,weri,weringin
12552,powderc,powdercoating
12553,emot,emotion
12554,sanct,sanctuary
12555,cukaijalan,cukai
12556,bendo,bendosari
12557,sragendesa,sragen
12558,pembang,pembangunan.
12559,pangsud,pang
12560,065,065010
12561,rema,remania
12562,d'he,d'hebron
12563,cand,candimas
12564,side,sidemen
12565,al-ka,al-kaffah
12566,penet,penet-pas
12567,bov,bovery
12568,sumberdadi,sum
12569,firm,firmness
12570,bjass,bjassurya
12571,songgor,songgorunggi
12572,prospe,prosperindo
12573,rusi,rusiati
12574,patria,patriatama
12575,surabaya,sura
12576,billb,billboard
12577,satri,satria-su
12578,08:00-18:00,08:00-18:00
12579,osowil,osowilangon
12580,ni',ni'mah
12581,euge,eugenia
12582,besarmall,besar
12583,jamkr,jamkrindo
12584,abe,abesin
12585,ont,onthel
12586,selatan.perumahan,selatan
12587,simar,simarmata
12588,berij,berijazah
12589,tongcafe_a,tongcafe_airtiris
12590,muda,mudawali
12591,waremb,warembungan
12592,caryonih,caryonih
12593,ar-k,ar-kost
12594,only,onlyfine
12595,sudiy,sudiyanto
12596,asn,asnawi
12597,ketug.kp.tunjung,ketug
12598,cinde,cinderejo
12599,azzak,azzakiyah
12600,syirri,syirrijati
12601,expres,expressair
12602,ilir),ilir
12603,karangsaripasar,karang
12604,pangja,pangjatipro
12605,kumi,kumitir
12606,cirendang-,cirendang-cigugur
12607,simf,simfoni
12608,tema,tematik
12609,yupi,yupiter
12610,pemil,pemilihan
12611,johu,johunut
12612,maharta.,maharta
12613,lod,lodaya
12614,magelang-yo,magelang-yogyakarta
12615,lorong,lor
12616,lawehsulit,laweh
12617,bizpoint,biz
12618,dob,doblen
12619,amperasepit,ampera
12620,jet,jethro
12621,pirl,pirlani
12622,murid,muridiana
12623,wirau,wirausaha
12624,darma(plaju),darma
12625,bedc,bedcove
12626,adhig,adhigraha
12627,solida,solidaritas
12628,rocks,rocksider
12629,ngra,ngrandu
12630,ayamke,ayamkerebon
12631,unus,unus
12632,bireun,bireuen-batas
12633,camat),camat
12634,truem,truemoney
12635,click,clickbank
12636,kos-k,kos-kosan
12637,amary,amaryllis
12638,(dik,(diklat)
12639,surant,surantinem
12640,brenggolo),brenggolo
12641,cv.s,cv.setia
12642,mutal,mutalimin
12643,srowotjogonalan,srowot
12644,palin,palingkau
12645,seririt-gi,seririt-gilimanuk
12646,sadang,sad
12647,silaberanti,sil
12648,asy',asy'ari
12649,nazza,nazzareth
12650,muke,mukenah
12651,kusw,kusworo
12652,genuksari-ka,genuksari-karangroto
12653,branja,branjangan
12654,al-baqiyatus,al-baqiyatussholihat
12655,mask,maskoki
12656,al-muqo,al-muqorrobin
12657,save,save
12658,kune,kunepet
12659,dokt,doktren
12660,el-s,el-shafa
12661,cocof,cocofiber
12662,alje,aljesco
12663,irtiqo,irtiqoiyah
12664,nuk,nuklir
12665,l'av,l'avenue
12666,tasp,taspiadi
12667,houseware&f,houseware&furniture
12668,fron,frontier
12669,haq,haqqul
12670,koh,kohkol
12671,musp,muspiroh
12672,gunungpati,gunungpati-ungaran
12673,orte,ortega
12674,kudus-j,kudus-jepara
12675,tosaren,tosa
12676,yuadiman,yuadiman
12677,ciledu,ciledugwet
12678,cypri,cyprianus
12679,setiawan,setiawan
12680,sumberb,sumberbening
12681,senen.jakarta,senen
12682,mahendr,mahendradatta
12683,tasli,tasliiman
12684,lima,limaran
12685,toyo,toyocom
12686,guna.,guna
12687,biidzn,biidznillah
12688,acses,acsesoris
12689,dtm.s,dtm.supri
12690,mpis.,mpis
12691,naki,nakiyah
12692,asrik,asrikaton
12693,k-l,k-link
12694,pury,puryani
12695,pancasilakab,pancasila
12696,ngurabelakang,ngura
12697,harvest.,harvest
12698,pangkalingkuang,pangka
12699,nob,nobles
12700,primag,primagraha
12701,sure,surekidz
12702,mada.depan,mada
12703,khoirun,khoirunnisah
12704,nurul-,nurul-iman
12705,mappao,mappaodang
12706,nusantara.gang,nusantara
12707,paper,paperlane
12708,bringinbendo,bringin
12709,elshop33_,elshop33_persib
12710,arah,arahan-
12711,hi-t,hi-tech
12712,adya,adyatama
12713,medanpo,medanpolonia
12714,sukabumic,sukabumiciherang
12715,siper,sipereliu
12716,amanag,amanagappa
12717,blumbu,blumbungan
12718,(sto,(stokis
12719,ladi.,ladi
12720,fakhr,fakhrudin
12721,yusran,yusranullah
12722,rhot,rhothio
12723,iker-,iker-iker
12724,pawon,pawonnike
12725,octavia,octaviansyah
12726,hap-,hap-kie
12727,omet,ometraco
12728,paker,pakerisan
12729,anoin,anointing
12730,jana,janaipin
12731,lengkong,leng
12732,baturr,baturraden
12733,nath,nathasya
12734,wahana.cikarang,wahana
12735,megala,megalautan
12736,eraper,erapersada
12737,eliv,elivgra
12738,presc,preschool
12739,flambo,flamboyant
12740,kabu,kabunang
12741,surod,surodarmo
12742,cipedes,cipe
12743,dibela,dibelakang
12744,dr.c,dr.clean
12745,elmitra.desa,elmitra
12746,mancasan....,mancasan
12747,telu.kelurahan,telu
12748,silatu,silaturahim
12749,permai),perum
12750,jati.,jati
12751,gg.p,gg.perd
12752,patro,patrojoyo
12753,ilom,ilomata
12754,ferwi,ferwindra
12755,yoh,yohana
12756,pik,pikani
12757,cijangkarrt04,cijangkar
12758,bangla,bangladesh
12759,ampa,amparan
12760,timbo,timbolasi
12761,iraono,iraonogeba
12762,jakhigh,jakhighlander
12763,suca,sucahyo
12764,biya,biyawak
12765,pakj,pakjono
12766,slb,slb-bc
12767,blus,blustru
12768,jorong,jorongkodra
12769,danub,danubroto
12770,kids,kidswear
12771,geban,gebangsar
12772,angkasa,angk
12773,silit,silitonga
12774,schen,schenider
12775,dwid,dwidaya
12776,abik,abikusno
12777,renggo-ke,renggo-kemalang
12778,dokume,dokumentasi
12779,(jd,(jdih)
12780,jurute,jurutengah
12781,kalpa,kalpataru
12782,balas,balassare
12783,kismo,kismoreja
12784,mastr,mastrotto
12785,rukam.rumah,rukam
12786,binasa,binasarana
12787,murni,murai
12788,kabelt,kabeltronik
12789,caha,cahaya..
12790,poernomo,poernomoshmkn
12791,sambhi,sambhirawa
12792,periuk,perumahan
12793,supac,supacoal.
12794,padu,padulah
12795,alza,alzahra
12796,jakar,jakarta-c
12797,maen,maenyos
12798,sukon,sukonandi
12799,jungp,jungpasir
12800,blah,blahpan
12801,mesu,mesu
12802,pron,pronggol
12803,leuser.,leuser
12804,refr,refresh
12805,as-sa',as-sa'adah
12806,asmawi,asmawikarta
12807,mirata,miratanbar
12808,muaraci,muaraciwidey
12809,kedawungblok.kukusan,kedawung
12810,pegen,pegending
12811,persiba.,persiba
12812,155,155680
12813,bonalu,bonalumban
12814,plap,plaplay
12815,sit,siteba
12816,eulo,eulogia
12817,gondang,gondangmanis
12818,pranoto,pranoto
12819,kaja.,kaja
12820,karap,karapitan
12821,fontana.,fontana
12822,melo,melodic
12823,loub,loubert
12824,gobi,gobinda
12825,edup,edupark
12826,akhad,akhadiyah
12827,mui,mui
12828,emv,emvnet
12829,qura,quraniah
12830,rejowin,rejowinangun
12831,mudi,mudi'ah
12832,abdi,abdillah
12833,iriankim,irian
12834,nurr,nurrudin
12835,detu,detuete
12836,administrasi,administrasi
12837,tound,toundanou
12838,sac,saconk
12839,cuni,cuniang
12840,mannak,mannakarra
12841,mm2100jl,mm2100
12842,zefa,zefanya
12843,kof,koffie
12844,waqq,waqqash
12845,bets,betsdata
12846,lican,licanitra
12847,tycus,tycusgoth
12848,lumiri,lumirindo.
12849,zuli,zuliana
12850,kuswati,kuswati
12851,some,somerset
12852,tlogos,tlogosadang
12853,navapark,nava
12854,lasut(depan,lasut
12855,darungan,darma
12856,telukan,telu
12857,inno,innofast
12858,clothe,clothespin
12859,raz,razali
12860,rempoa,rem
12861,kemra,kemranjen
12862,gawok..,gawok
12863,lade,ladenta
12864,karangmal,karangmalang-er
12865,tjon,tjondro
12866,visi,visitor
12867,barat.no,barat
12868,sekuduk,seku
12869,merah),merah
12870,kalian,kalianda-b
12871,pt.ec,pt.ecosif
12872,sarajaya,sara
12873,ziya,ziyaadah
12874,yem,yemima
12875,njo,njonja
12876,merdeka),merdeka
12877,(ta,(taman
12878,binapar,binapariwara
12879,costag,costagrunge
12880,snea,sneakers
12881,indosp,indosports
12882,dho,dhopas
12883,pahon,pahonjean
12884,subse,subsektor
12885,homes,homestore
12886,(mi,(mika)
12887,kh.m,kh.moh.m
12888,jit,jitong
12889,h2o-intern,h2o-internasional
12890,pacitan,pacitan-solo
12891,b.mu,b.murri
12892,shuttle,shuttlecocks
12893,nusantara),nusantara
12894,sumberr,sumberringin
12895,kitche,kitchen-ho
12896,varias,variasi...
12897,kiskinda-,kiskinda-busung
12898,heul,heulang
12899,byzan,byzantium
12900,bowl,bowloxa
12901,chiken,chikensayam
12902,purwodini,purwodiningratan
12903,minaga,minagapura
12904,cikur,cikurubuk
12905,konta,kontainer
12906,herlim,herlimbang
12907,bism,bismilah
12908,den'ba,den'baguse
12909,serm,sermata
12910,seminyak,seminyak
12911,tate,tatelu-p
12912,rainbo,rainbownet
12913,taipkedaungbambu,taip
12914,underground.,underground
12915,paspertigaaan,pasir
12916,taufiqur,taufiqurrahman
12917,pangat,pangatikan
12918,thomas,thomas
12919,widar,widartoyo
12920,satupakbr,satupakbrsihom.
12921,ranup,ranupakis
12922,kair,kairagi
12923,wongso,wongsorejo
12924,manger,mangerangi
12925,supy,supyanti
12926,bili,biliton
12927,foot,footwear
12928,khunai,khunainatun
12929,struc,structure
12930,sihotang,sihotang
12931,plast,plastindo
12932,dwipa,dwipayana
12933,banka,bankaltim
12934,tanjak.,tanjak
12935,karangrejo,kar
12936,syafr,syafridah
12937,bark,barkber
12938,quiz,quiznos
12939,rongs,rongsokan
12940,kauw,kauwidas
12941,napabar,napabarbaran
12942,teri,teritit
12943,banyubiru,banyu
12944,peuj,peujeuh
12945,lasan,lasandara
12946,jengkol.rt,jengkol
12947,cibar,cibarusah
12948,cikamu,cikamurang
12949,rembang),rembang
12950,otok,otokits
12951,pelaya,pelayaran.
12952,class,classeika
12953,rafa,rafaris
12954,aset,aset
12955,rjan,rjannah
12956,wates-n,wates-ngoro-
12957,jayane,jayanegara
12958,pasirb,pasirbungur
12959,petbanjar,pet
12960,shintajalan,shinta
12961,panderejo,pang
12962,solo-tawa,solo-tawangmangu
12963,besirt,besi
12964,qis,qisthi
12965,danasdesa,danas
12966,lexr,lexrost
12967,cileungsikp,cileungsi
12968,nato,natoreal
12969,pangandaran,pangan
12970,klumprik,klum
12971,teluknaga,teluk
12972,eyevol,eyevolution
12973,lonc,lonceng
12974,icej,icejuice
12975,jenggot,jend
12976,kharism,kharisma1301
12977,cisauk.(,cisauk
12978,bpk.k,bpk.karso
12979,hika,hikamah
12980,huza,huzaita
12981,anat,anatasya
12982,trisu,trisukses
12983,me-,me-pao
12984,gedert,gede
12985,bua.,bua
12986,hairs,hairstyle
12987,cirata,cirata-bun
12988,teranu,teranusuka
12989,unit,unitras
12990,homerest,homerestaurant
12991,ciat,ciateul
12992,sibi,sibingke
12993,heli,helihan
12994,regul,regulator
12995,bluruk,blurukidul
12996,(kc,(kcab)
12997,oakw,oakwood
12998,sukuca,sukucadang
12999,ese,esensi
13000,jagalan,jaga
13001,putras,putrasetia
13002,batuwa,batuwarno-b
13003,cengklong,cengk
13004,barin,baringeng
13005,tijosh,tijoshnoel
13006,lob,lobter
13007,sme,smesco
13008,kosmetika,kosmetikatalyssa
13009,evahar,evaharisa
13010,karyaw,karyawangi
13011,simalingkar,sim
13012,kalang,kalanglundo
13013,alton,altoninti
13014,gio&,gio&fio
13015,bni.,bni
13016,tongaskulon,ton
13017,jamh,jamhari
13018,setiyan,setiyan
13019,jogor,jogoripon
13020,sumala,sumalangka
13021,seloaji.,seloaji
13022,powa,powalaa
13023,malalayang),malalayang
13024,pojo,pojokan
13025,zeg,zegaku
13026,anyer-c,anyer-cilegon
13027,iny,inyong
13028,megia,megiasari
13029,wolfca,wolfcaster
13030,imporm,impormurah
13031,iiikavling,iii
13032,lech,lecha's
13033,barce,barcelona
13034,kranjijakarta,kranji
13035,sahur,sahuriadi
13036,dara,darajat
13037,st.,st.ala
13038,lig,ligung
13039,melin,melintang
13040,merangir(rumah,merangir
13041,fitri,fitrianti
13042,khana,khanafiah
13043,pow,powder
13044,ajis,ajisaka
13045,usamar,usamartin.
13046,oreg,oregano
13047,yaf,yafrie
13048,sentosakelurahan.,sentosa
13049,koperu,koperumnas
13050,keah,keahlian
13051,assala,assalafiyah
13052,yafurni),yafurni
13053,dada,dadapan
13054,pabelan,pabe
13055,popi,popindo
13056,syst,systems
13057,shopca,shopcamera
13058,manad,manado-li
13059,maga,magamis
13060,collect,collectibles
13061,tondo,tondongta
13062,2010-,2010-2011
13063,asso,assogiri
13064,square(,square
13065,kompijl,kompi
13066,as-syaf,as-syafiiyah
13067,tutul.,tutul
13068,gatra.,gatra
13069,cakul.,cakul
13070,muar,muaradua
13071,mba,mbah'e
13072,gombol,gombolirang
13073,www.parfu,www.parfumku.net
13074,kunt,kuntjor
13075,uta.,uta
13076,kuning.gandrungmangu,kuning
13077,seafoo,seafood-ho
13078,wilis),wilis
13079,naradesa,nara
13080,malo,malomba
13081,singaper,singaperbangsa
13082,valley,valley
13083,dramaga,dram
13084,curt,curtain
13085,harmo,harmonika
13086,keki,kekinian
13087,isband,isbandiono
13088,gemas,gemaswara
13089,parami,paramitha
13090,bompa,bompanser
13091,wias,wiasmika
13092,mame,mamenang
13093,asel,aselih
13094,pade,pademawu
13095,hemma,hemmamuna
13096,mri,mrican
13097,salsabila),salsabila
13098,nec,nechos
13099,luki,lukisan
13100,dentes,dentes
13101,m-a,m-agen
13102,wesa,wesaguna
13103,motor),motor
13104,sumin,suminatun
13105,tarumanegara)segara,tarumanegara
13106,caste,castengel
13107,kalisu,kalisusukan
13108,teppa,teppanraw
13109,07.00-,07.00-21.00
13110,kaki,kaki
13111,manj,manjung
13112,kawali-p,kawali-panjalu
13113,mukj,mukjizat
13114,dmen,dmentor
13115,mathol,matholi'un
13116,cidang,cidangiang
13117,uniq,uniqcom
13118,lubik,lubuk
13119,sumbar-mu,sumbar-mukomuko
13120,xiv,xiv
13121,kusmaryadi,kusmaryadi
13122,shas,shasmira
13123,comf,comfindo
13124,al-u,al-ulum
13125,karangasem.,karangasem
13126,merl,merline
13127,faly,falyana
13128,syafri,syafrianti
13129,lah,lahang
13130,narogong.,narogong
13131,ungkukkelurahan,ungkuk
13132,kotan,kotanopan
13133,plamo,plamongan
13134,nurma,nurmarisa
13135,colect,colectiont
13136,sudirman.rt,sudirman
13137,ds.sa,ds.santan
13138,ayisy,ayisyiyah
13139,nekas,nekasari.
13140,mulia),mulia
13141,maseltra,maseltraditama
13142,nyi,nyimas
13143,bumiaji),bumiaji
13144,tirtam,tirtamulya
13145,soreang-b,soreang-banjaran
13146,reda,redaksi
13147,moesl,moeslem's
13148,tadjim,tadjimalela
13149,nurhas,nurhasanah
13150,kasnari,kasnariansyah
13151,asnawi,asnawijalan
13152,golf.perumahan,golf
13153,semolo,semolowaru
13154,jengkol(belakang,jengkol
13155,muncar),muncar
13156,al-han,al-hanafia
13157,instal,instalatir
13158,durian,dur
13159,vhan,vhaniia
13160,eff,effata
13161,m.h,m.h.mu
13162,kash,kashkha
13163,valas,valasindo
13164,mock,mocktail
13165,instr,instrumen
13166,runc,runcing
13167,sulaw,sulawesi
13168,yurl,yurleni
13169,cilam,cilampeni
13170,ayamanyar,ayam
13171,al-itt,al-ittihaad
13172,parak,parakatte
13173,pabaton,paba
13174,nine,nineteen
13175,cum,cumpat
13176,jetis,jet
13177,tuan,tuananga
13178,nay,nayara
13179,r.m.,r.m.khas
13180,bando,bandongan
13181,kue,kuenak
13182,cililitan.gang,cililitan
13183,musi,musicool
13184,atal,atalanta
13185,nurrusa,nurrusa'adah
13186,cilemp,cilempuyang
13187,pabuaran,pabu
13188,darmam,darmamedika
13189,karangdowo,kar
13190,balay,balayudha
13191,anugra,anugracitra
13192,mediakum,mediakumediamu
13193,masb,masbait
13194,doe,doeloe
13195,dyan,dyaning
13196,ckk),ckk
13197,villagekarawaci,village
13198,nong,nongkis
13199,omuni,omunikasi
13200,indah.pinggir,indah
13201,mugassari,mugas
13202,pasaya,pasayangan
13203,muryan,muryantoro
13204,kreati,kreativindo
13205,katap,katapiang
13206,tungg,tunggilis
13207,kalimas,kali
13208,cijulangpangandaran,cijulang
13209,lippoka,lippokarawaci
13210,andem,andemulya
13211,intilag,intilagaprima
13212,gourman,gourmandises
13213,sign,signora
13214,alamcisalakkec.sukmajayakota,alam
13215,kintamani-kub,kintamani-kubutambahan
13216,silam,silampari
13217,sukawi,sukawinatan
13218,zum,zumroh
13219,muncangrt.005,muncang
13220,nast,nastiti
13221,filter,filterindo.
13222,kemang.,kemang
13223,guan,guangly
13224,katamsojogjatronik,katamso
13225,terminix,teru
13226,kerangk,kerangkungan
13227,kunijln,kunijln
13228,sirojur,sirojurrokhim
13229,prings,pringsurat
13230,cibeber,cibe
13231,dika,dikayla
13232,wagi,wagiyah
13233,gess,gessmart
13234,asmiw,asmiwarti
13235,sobat-,sobat-soto
13236,niag,niagara
13237,pangka,pangkajene
13238,girig,girigondo
13239,bager,bagerpang
13240,sumbergempol),sumbergempol
13241,baranan,baranangsiang
13242,bpptjl.,bppt
13243,khae,khaeriah
13244,tave,taverna
13245,tangga,tanggakang
13246,al-p,al-patah
13247,glon,glondong
13248,stri,striker
13249,n'du,n'dut-h
13250,efmans,efmansyah
13251,sp.bsp,sp.bsp.udr
13252,curup-,curup-lubuk
13253,pancurrt,pancur
13254,suropati),suropati
13255,nittop,nittoprima
13256,gaya,gayatri
13257,purap,purapanti
13258,tih,tihama
13259,al-hab,al-habibah
13260,gangsa,gangsarkali
13261,ansh,anshari
13262,soleh,solehudin
13263,elaw,elawati
13264,dadap,dadapayam
13265,beauty,beautycare
13266,ranu,ranuklin
13267,ite,iteung
13268,purwakarta),purwakarta
13269,manf,manfaat
13270,krad,kradenan
13271,lie,liesta
13272,padha,padharasa
13273,tart,tartili
13274,bangte,ban
13275,vek,vektor
13276,sumaterajl.k.s.tubanno.46kel.mandau,sumatera
13277,kana,kanaeng
13278,aqe,aqeera
13279,die_colec,die_colections
13280,patu,patukan
13281,sa'un,sa'un
13282,pm9,pm9045
13283,tenggi,tenggiring
13284,arang.,arang
13285,inn,innova
13286,nibung(warung,nibung
13287,safin,safinatun
13288,pem',pem'pek
13289,jatisarik,jatisarikusumah.
13290,opul,opulent
13291,tambou,tambourine
13292,gudang,gud
13293,ruld,ruldifar
13294,al-muwa,al-muwahhidin
13295,priman,primantama
13296,bof,bofeet
13297,b'eg,b'egana
13298,erlam),erlam
13299,eter,eternal
13300,licen,licengsui
13301,klapas,klapasawit
13302,posko,poskoffie
13303,hdje,hdjeman
13304,nanum,nanum.com
13305,kertapati.,kertapati
13306,keka,kekayaan
13307,lel,lelang
13308,commonw,commonwealth
13309,souls,soulshine
13310,retr,retreat
13311,djoe,djoenet
13312,elis,elisabet
13313,froz,frozzen
13314,bujurt,bujurtengah
13315,lenc,lencana
13316,sutaat,sutaatmaja
13317,pt.s,pt.shun
13318,sintang.,sintang
13319,pakun,pakuniran
13320,achi,achilles
13321,dipe,dipenda
13322,ishl,ishlash
13323,pp.rhou,pp.rhoudlatut
13324,nasa,nasaret
13325,sipahutar,sipahutar
13326,krisna),krisna
13327,syari,syariatul
13328,cigarett,cigarettes.com
13329,rawasarirt06,rawasari
13330,exvlu,exvlusive
13331,sukra,sukraning
13332,makand,makandinar
13333,paul,paulina
13334,gemp,gempita
13335,sabd,sabdono
13336,thoy,thoyiban
13337,ciang,ciangsana
13338,d'sa,d'saung
13339,duna,dunawan
13340,ponorogo-,ponorogo-pacitan
13341,tokoshakewit,tokoshakewithicecream
13342,corpor,corporindo
13343,sukawarna,sukasari
13344,prec,precast.
13345,aria,arianto
13346,sepanjang,sepan
13347,segie,segiempat
13348,koholim,koholimombono
13349,tukg,tukgumer
13350,kham,khamnah
13351,blos,blossom
13352,permuk,permukiman
13353,afa,afakih
13354,jl.pramuka,jl.lingkar
13355,kutilangperumahan,kutilang
13356,nagrak),nagrak
13357,prihar,prihartono
13358,sp.b,sp.b
13359,nginay,nginayatul
13360,dapsus,dapur
13361,seha,sehati
13362,tower,tower
13363,guep,gueprek
13364,angin.,angin
13365,arniza,arnizayanti
13366,noorli,noorlisyati
13367,cann,canning
13368,kelayan,kela
13369,praca,pracangan
13370,hub.,hub
13371,marpau,marpaungan
13372,ferb,ferbindo
13373,comunic,comunication
13374,ruh,ruhiat
13375,zer,zeroun
13376,cantik,cantik.com
13377,awang,awangpone
13378,biz,biznet
13379,cart,carteran
13380,kunj,kunjang
13381,ous,ouside
13382,maguwo,maguwoharjo
13383,iwa,iwa
13384,duy,duyung
13385,decor,decorindo
13386,sewand,sewandanan
13387,shafa,shafa.com
13388,bloody,bloodymary
13389,ternatejl.merdeka,ternate
13390,gadget,gad
13391,koni,koni
13392,arz,arziqi
13393,kemunin,kemuningsari
13394,soi,soimah
13395,alko,alkohol
13396,kutane,kutanegara
13397,pantajorong,panta
13398,gede.malangan,gede
13399,duakebon,dua
13400,kenjeransukolilo,kenjeran
13401,gubernuran.,gubernuran
13402,athf,athfal.
13403,porog,porogapit
13404,vied,viedily.
13405,telu(3),telu
13406,recap,recapital
13407,indahnomer,indah
13408,silatur,silaturrahmi
13409,luv,luvvia
13410,assa',assa'adah
13411,husk,huskamas
13412,eth,ethnic
13413,nggem,nggemeske
13414,volley,volleyball
13415,mlatibaru,mla
13416,warujayeng,war
13417,kantin,kano
13418,baob,baobolak
